date;time;batch;tree id;treatment;replicate;X;Y;E;A;Ca;Ci;gsw;VPcham;VPDleaf;Q_out;comment
21/07/2023;16:23:07;2;BQ4;cooled;2;dg;bm;0,000468626;3,770868679;395,2676;194,4032845;0,031295769;2,337406498;1,463360176;148,4975333;
21/07/2023;16:23:48;2;BQ4;cooled;2;dg;bm;0,000418554;3,719325228;395,3180645;175,7064371;0,02809554;2,350349308;1,454992;150,1678387;
21/07/2023;16:32:01;2;BQ4;cooled;3;dh;bm;0,000321722;3,381573676;395,7626;136,0908295;0,021437375;2,336680526;1,464004184;259,3204667;
21/07/2023;16:34:15;2;BQ4;cooled;3;dh;bm;0,000325645;3,39334414;395,7946129;141,7884636;0,022004486;2,33072751;1,444119464;191,2514516;
21/07/2023;16:36:15;2;BQ4;cooled;3;dh;bm;0,000313724;3,375795264;395,7649333;134,1951216;0,021230796;2,335445499;1,44165641;131,4111667;
25/07/2023;13:25:07;2;BC4;control;1;di;bn;0,002716517;9,466096131;387,3635667;297,3581673;0,190516472;2,442450295;1,427331054;78,83426333;
25/07/2023;13:26:03;2;BC4;control;1;di;bn;0,002739164;9,479746164;387,3589032;297,6971416;0,19169316;2,434375064;1,430888529;86,76033871;
25/07/2023;13:29:03;2;BC4;control;1;di;bn;0,002642389;9,431163968;387,4530645;294,7047324;0,183551671;2,427257526;1,439473333;243,7789355;
25/07/2023;13:36:38;2;BC4;control;2;dl;bn;0,001327027;7,624301122;390,2206;239,9532105;0,086841579;2,419779698;1,5004163;133,7695333;
25/07/2023;13:39:44;2;BC4;control;2;dl;bn;0,00132197;7,612579986;390,2483548;238,8538372;0,086033562;2,425783329;1,50831297;132,3792258;
25/07/2023;13:40:25;2;BC4;control;2;dl;bn;0,001310371;7,597790813;390,2660645;238,2390248;0,085466795;2,433003193;1,504733979;132,7245484;
25/07/2023;13:47:24;2;BC3;control;1;dm;bo;0,002144021;8,492745307;388,8684516;284,9633736;0,145247065;2,427672881;1,465361523;496,5949677;
25/07/2023;13:48:00;2;BC3;control;1;dm;bo;0,002088062;8,485407272;388,8340333;281,8440808;0,140500924;2,438063475;1,473819618;525,9708;
25/07/2023;13:48:43;2;BC3;control;1;dm;bo;0,002074917;8,492869178;388,8275806;280,8024775;0,139155225;2,447127831;1,478181197;690,8624516;
25/07/2023;13:54:06;2;BC3;control;2;dn;bo;0,002547458;8,547126747;388,5529355;298,6974392;0,172477146;2,463807605;1,472918492;273,0020323;
25/07/2023;13:55:02;2;BC3;control;2;dn;bo;0,002511026;8,517209123;388,5960333;297,5724545;0,169389525;2,461753352;1,477463576;316,1400667;
25/07/2023;13:55:40;2;BC3;control;2;dn;bo;0,002521288;8,485959738;388,6364194;298,123009;0,169867421;2,465068129;1,479459867;329,3357419;
25/07/2023;14:07:18;2;BQ6;cooled;1;do;bp;0,000284308;2,829963336;396,4790323;124,5136303;0,01713225;2,478219732;1,606173072;365,2118065;
25/07/2023;14:08:00;2;BQ6;cooled;1;do;bp;0,000165242;2,914361827;396,4152581;-74,95444614;0,009998794;2,500555235;1,597127189;371,1400645;outlier
25/07/2023;14:09:12;2;BQ6;cooled;1;do;bp;0,000288236;2,86542248;396,4143871;124,8227887;0,017372239;2,507675073;1,605530575;363,6617742;
25/07/2023;14:15:45;2;BQ6;cooled;2;dp;bp;0,000196646;1,533696217;398,0566667;189,2542372;0,012219039;2,48576309;1,556583818;287,9238;
25/07/2023;14:17:33;2;BQ6;cooled;2;dp;bp;0,000199257;1,780898622;397,8018387;158,7335195;0,012314615;2,485889671;1,564973823;294,1175806;
25/07/2023;14:18:38;2;BQ6;cooled;2;dp;bp;0,000220558;1,820657493;397,7164;175,821749;0,013614232;2,495932215;1,567116543;288,2344667;
25/07/2023;14:22:57;2;BQ5;cooled;1;dq;bq;1,80E-05;0,067744991;399,936871;291,2306919;0,001088667;2,495082804;1,592018055;323,1140645;outlier
25/07/2023;14:26:30;2;BQ5;cooled;1;dq;bq;6,42E-05;0,03673236;399,9640323;375,2197221;0,003987882;2,492126959;1,555761777;324,8353548;outlier
25/07/2023;14:27:32;2;BQ5;cooled;1;dq;bq;5,13E-05;0,018332875;399,9657;380,673248;0,003183948;2,496307891;1,55683021;303,7510333;outlier
25/07/2023;14:34:37;2;BQ5;cooled;2;dr;bq;7,04E-05;-0,148402084;400,1761613;444,8627451;0,004251624;2,502791589;1,598165481;320,2603548;outlier
25/07/2023;14:35:20;2;BQ5;cooled;2;dr;bq;-7,69E-05;-0,050012384;400,0704;372,5860447;-0,004638128;2,513420982;1,598241852;332,2416667;outlier
25/07/2023;14:35:56;2;BQ5;cooled;2;dr;bq;-1,08E-05;0,150972782;399,8176667;753,0949632;-0,000655366;2,524484014;1,596165722;376,2626333;outlier
25/07/2023;14:39:05;2;BQ4;cooled;1;ds;br;0,00024951;1,910353975;397,6446;189,4256373;0,015280235;2,524189127;1,579306715;373,3537;
25/07/2023;14:40:00;2;BQ4;cooled;1;ds;br;0,000206573;1,993213346;397,5113548;137,892819;0,012650752;2,526402578;1,578491665;379,4;
25/07/2023;14:40:43;2;BQ4;cooled;1;ds;br;0,000187192;1,964527743;397,5674194;116,071532;0,011460787;2,533533329;1,578418475;363,3;
25/07/2023;14:42:17;2;BQ4;cooled;2;dt;br;0,000350319;2,362442187;397,1409333;217,6475868;0,022097795;2,568621277;1,534897459;294,7632667;
25/07/2023;14:42:36;2;BQ4;cooled;2;dt;br;0,000383294;2,255440726;397,0822903;231,9797897;0,023112175;2,546325998;1,605750112;274,2486452;
25/07/2023;14:43:39;2;BQ4;cooled;2;dt;br;0,000208525;2,163059768;397,3217742;118,6270852;0,012753462;2,540351879;1,58027879;303,3429677;
28/07/2023;11:38:49;3;BQ7;cooled;1;du;bs;0,002982791;13,98319523;381,7623667;277,612953;0,238808235;2,181558586;1,271523841;253,9599;
28/07/2023;11:41:44;3;BQ7;cooled;1;du;bs;0,002920799;13,83381578;381,8711667;276,4327275;0,232977336;2,184284312;1,274834583;273,2639;
28/07/2023;11:42:11;3;BQ7;cooled;1;du;bs;0,003009693;13,72252515;381,9069355;280,184731;0,240522372;2,19178995;1,274042309;276,240871;
28/07/2023;11:48:25;3;BQ7;cooled;2;dv;bs;0,00293531;11,35884017;384,9741333;297,3018588;0,234109373;2,171200133;1,275267857;153,3273333;
28/07/2023;11:49:34;3;BQ7;cooled;2;dv;bs;0,002780155;11,35158838;385,0493548;292,3790417;0,219797307;2,173238578;1,283096968;154,8270645;
28/07/2023;11:50:58;3;BQ7;cooled;2;dv;bs;0,002588787;11,35585343;385,2403871;285,9193924;0,203410274;2,18157096;1,286950928;158,8177097;
28/07/2023;11:57:04;3;BQ7;cooled;3;dw;bs;0,003086615;12,15904235;384,0963548;293,9458092;0,243604094;2,17314229;1,290657797;162,7009032;
28/07/2023;11:57:49;3;BQ7;cooled;3;dw;bs;0,003021496;12,07644986;384,0165484;291,9721657;0,236382072;2,172680645;1,300298505;163,5520645;
28/07/2023;11:58:29;3;BQ7;cooled;3;dw;bs;0,003012827;12,18914149;384,0329677;291,5386039;0,237217848;2,182408381;1,29208098;162,7159677;
28/07/2023;13:25:43;3;BQ8;cooled;1;dx;bt;0,002460202;9,946037488;386,956;289,6309804;0,18242811;2,289903993;1,355679814;410,0136774;
28/07/2023;13:26:45;3;BQ8;cooled;1;dx;bt;0,002365225;9,958025771;387,0019032;286,2988519;0,175727841;2,301264865;1,351246466;598,1454194;
28/07/2023;13:27:58;3;BQ8;cooled;1;dx;bt;0,00236721;9,851082581;387,0632258;286,1067731;0,173491567;2,303275109;1,369117461;823,6802581;
28/07/2023;13:30:50;3;BQ8;cooled;2;dy;bt;0,002746367;10,00788786;386,6385333;296,0010579;0,199451342;2,343728236;1,387483723;435,5178;
28/07/2023;13:31:26;3;BQ8;cooled;2;dy;bt;0,002748894;10,13693593;386,4773667;293,6819084;0,196990638;2,329507389;1,405554486;406,1076;
28/07/2023;13:32:05;3;BQ8;cooled;2;dy;bt;0,002622675;10,26766123;386,4593548;288,3458611;0,187393875;2,333254939;1,407185954;350,7480645;
28/07/2023;13:40:25;3;BQ8;cooled;3;dz;bt;0,001814162;7,575023703;390,0709355;287,1661682;0,130013341;2,320477366;1,388502039;350,1104516;
28/07/2023;13:41:57;3;BQ8;cooled;3;dz;bt;0,001752315;7,577392727;390,0723548;283,3961656;0,124981726;2,332324929;1,393589312;250,7937419;
28/07/2023;13:43:24;3;BQ8;cooled;3;dz;bt;0,001736797;7,560041424;390,1199667;282,3489633;0,123325979;2,332077958;1,399290228;277,0540667;
28/07/2023;13:53:27;3;BQ9;cooled;1;ea;bu;0,001241786;7,395714696;390,5900333;243,7275845;0,086047158;2,338054437;1,423286375;127,1339333;
28/07/2023;13:53:59;3;BQ9;cooled;1;ea;bu;0,00116353;7,456957359;390,5327419;234,4925857;0,081247101;2,350958101;1,411015191;147,2567097;
28/07/2023;13:54:30;3;BQ9;cooled;1;ea;bu;0,001270299;7,452219611;390,4982581;246,9576662;0,088841557;2,351678889;1,410797281;143,9266452;
28/07/2023;14:19:38;3;BQ9;cooled;2;eb;bu;0,001194943;6,601526116;391,4746667;251,5721279;0,080941943;2,369638259;1,453833383;326,9683;
28/07/2023;14:20:29;3;BQ9;cooled;2;eb;bu;0,001184037;6,649463179;391,4927;250,2367973;0,080662571;2,378244905;1,445385586;181,9577667;
28/07/2023;14:22:17;3;BQ9;cooled;2;eb;bu;0,001195845;6,681682857;391,4733333;250,453195;0,081221096;2,371748266;1,449956383;164,1518667;
28/07/2023;14:30:54;3;BQ9;cooled;3;ec;bu;0,001321579;7,930723375;389,8464839;239,5068644;0,090127829;2,367190564;1,446577172;155,8627097;
28/07/2023;14:31:39;3;BQ9;cooled;3;ec;bu;0,001334436;7,968057558;389,8248;239,9950447;0,090898136;2,371598584;1,448455486;177,5807333;
28/07/2023;14:32:51;3;BQ9;cooled;3;ec;bu;0,00131403;7,998692076;389,8012903;236,7816981;0,08921255;2,381739059;1,452641732;185,7072903;
01/08/2023;14:09:51;3;BC6;control;1;ed;bv;0,001610936;8,360762409;366,3230323;242,309717;0,116345601;2,183901208;1,377620347;42,45995161;
01/08/2023;14:11:57;3;BC6;control;1;ed;bv;0,001674789;8,27548045;365,2789677;248,1538343;0,122446822;2,195709248;1,362351411;47,48972903;
01/08/2023;14:13:07;3;BC6;control;1;ed;bv;0,001697282;8,197471342;364,3357333;250,019051;0,124489957;2,201926931;1,3584381;51,50254333;
01/08/2023;14:22:23;3;BC6;control;2;ee;bv;0,003340456;11,25185138;355,052;277,4610126;0,264666392;2,182576276;1,290631417;86,26059355;
01/08/2023;14:24:06;3;BC6;control;2;ee;bv;0,003302354;11,26722756;354,4019;275,8468572;0,261272856;2,184862417;1,291659434;85,81348667;
01/08/2023;14:25:08;3;BC6;control;2;ee;bv;0,003329114;11,26636558;354,1772258;275,6668925;0,261579444;2,184320785;1,300597123;59,00490645;
01/08/2023;14:37:29;3;BC6;control;3;ef;bv;0,002742648;10,37413943;353,7744537;264,4934552;0,207870812;2,176359322;1,335307975;84,34079163;
01/08/2023;14:37:44;3;BC6;control;3;ef;bv;0,002743526;10,38077089;353,7516339;264,3527222;0,207715136;2,176476131;1,336688801;83,76539249;
01/08/2023;14:38:21;3;BC6;control;3;ef;bv;0,002744781;10,39872078;353,6896912;264,0710837;0,20752957;2,176663247;1,338438954;82,22907478;
01/08/2023;14:44:44;3;BC5;control;1;eg;bw;0,002397497;1,716085427;363,6366296;340,1548932;0,17948228;2,166564589;1,345019416;75,40521144;
01/08/2023;14:47:13;3;BC5;control;1;eg;bw;0,002335936;2,376141581;362,6594734;332,524806;0,174039243;2,16747806;1,350079728;80,14909784;
01/08/2023;14:47:42;3;BC5;control;1;eg;bw;0,00232764;2,477318613;362,5041977;331,3143375;0,173229761;2,167779063;1,351358269;81,29030031;
01/08/2023;14:52:49;3;BC5;control;2;eh;bw;0,002126152;-1,239088572;366,5648985;371,3152487;0,157031782;2,161415599;1,357700268;104,3911083;outlier
01/08/2023;14:53:34;3;BC5;control;2;eh;bw;0,002113377;-1,033415394;366,2607872;368,9578203;0,156021235;2,161861808;1,358022501;106,9428495;outlier
01/08/2023;14:54:04;3;BC5;control;2;eh;bw;0,002105984;-0,907023931;366,0723152;367,4928276;0,155404245;2,162145984;1,358483149;108,3959764;outlier
01/08/2023;15:00:06;3;BC5;control;3;ei;bw;0,002007091;-7,626333982;373,6248727;448,4649122;0,148910251;2,15171225;1,349710992;110,435468;outlier
01/08/2023;15:01:13;3;BC5;control;3;ei;bw;0,002028985;-7,152265592;372,9617903;441,7149958;0,150805067;2,152457088;1,347756248;110,1968841;outlier
01/08/2023;15:02:30;3;BC5;control;3;ei;bw;0,00205314;-6,620694074;372,2106775;434,3445669;0,152858108;2,153192323;1,345987018;109,2653987;outlier
01/08/2023;15:17:36;3;BQ9;cooled;1;ej;bx;0,000359396;3,03502764;359,1083548;165,7071271;0,025997986;2,165773216;1,352457163;49,57625806;
01/08/2023;15:18:16;3;BQ9;cooled;1;ej;bx;0,00036972;3,0334346;358,8806;170,8446939;0,026760353;2,164667085;1,351864016;45,56196;
01/08/2023;15:18:59;3;BQ9;cooled;1;ej;bx;0,000362994;3,01912788;358,7059;167,7158004;0,026203708;2,162976354;1,355364317;41,77046667;
01/08/2023;15:26:02;3;BQ9;cooled;2;ek;bx;0,000410577;3,484181682;356,920871;164,1206602;0,029946717;2,161700904;1,342444284;46,73184839;
01/08/2023;15:27:37;3;BQ9;cooled;2;ek;bx;0,000396929;3,481752082;356,8108667;157,3068381;0,028876153;2,164470023;1,345551422;37,70525333;
01/08/2023;15:28:31;3;BQ9;cooled;2;ek;bx;0,000403207;3,501326169;356,7315;158,802136;0,029282207;2,164962458;1,347944356;29,41948;
01/08/2023;15:42:17;3;BQ9;cooled;3;el;bx;0,000837441;4,768186424;354,1038387;224,6597241;0,062560514;2,163583397;1,319023747;9,468866452;
01/08/2023;15:44:56;3;BQ9;cooled;3;el;bx;0,000882151;5,615696146;352,7963548;208,6922525;0,065795612;2,167509609;1,321956245;9,964850645;
01/08/2023;15:45:59;3;BQ9;cooled;3;el;bx;0,000921291;5,844078225;352,5347333;207,4282155;0,068024696;2,158568844;1,335919548;12,93338667;
01/08/2023;15:52:40;3;BQ8;cooled;1;em;by;0,00162301;6,604177175;350,7204194;259,7720713;0,127477128;2,167321715;1,270129792;18,91631935;
01/08/2023;15:53:38;3;BQ8;cooled;1;em;by;0,001684763;6,862924773;350,3218;258,8116176;0,13171664;2,1628962;1,277108529;17,15936333;
01/08/2023;15:55:13;3;BQ8;cooled;1;em;by;0,001691475;7,082119372;349,7749032;256,5309176;0,133131234;2,164139011;1,269074896;14,69474839;
01/08/2023;16:00:38;3;BQ8;cooled;2;en;by;0,001270119;4,294112602;353,036871;275,5367108;0,098438218;2,160786709;1,280576045;15,80737419;
01/08/2023;16:03:04;3;BQ8;cooled;2;en;by;0,001268422;5,468928424;352,1664516;254,6122761;0,097524867;2,160515361;1,290507859;17,82475806;
01/08/2023;16:04:14;3;BQ8;cooled;2;en;by;0,001336707;5,766403387;351,7677742;253,9497663;0,102619933;2,162098626;1,293654859;20,00898065;
01/08/2023;16:09:00;3;BQ8;cooled;3;eo;by;0,000590118;2,541152102;355,2218387;257,1480959;0,044726613;2,161002118;1,296316879;11,23752258;
01/08/2023;16:10:36;3;BQ8;cooled;3;eo;by;0,000602349;2,76458008;354,9271935;250,1548628;0,045332216;2,165231413;1,305535644;22,61592903;
01/08/2023;16:11:08;3;BQ8;cooled;3;eo;by;0,000610674;2,855727142;354,8302903;247,6421631;0,045709556;2,165569411;1,312674179;30,50664516;
01/08/2023;16:22:15;3;BQ7;cooled;1;ep;bz;0,000463921;4,234942931;352,3135;148,9108851;0,034418505;2,167096147;1,321375226;48,34470667;
01/08/2023;16:23:25;3;BQ7;cooled;1;ep;bz;0,000484904;4,253212132;352,1500333;155,5720633;0,035826746;2,16550702;1,327198294;36,57189333;
01/08/2023;16:23:59;3;BQ7;cooled;1;ep;bz;0,000486847;4,305458866;352,0382667;153,4769722;0,035892468;2,16640089;1,330108919;40,08768667;
01/08/2023;16:32:41;3;BQ7;cooled;2;eq;bz;0,001216441;7,379448178;347,8512581;213,3519275;0,093233024;2,162576089;1,29372657;41,65285806;
01/08/2023;16:36:10;3;BQ7;cooled;2;eq;bz;0,001193498;7,775631961;347,0456667;202,0523441;0,090733463;2,164027241;1,303688512;60,63550333;
01/08/2023;16:37:36;3;BQ7;cooled;2;eq;bz;0,001191728;7,864616059;346,9299677;199,6487594;0,090276447;2,163209026;1,308099385;76,81764194;
01/08/2023;17:02:32;3;BQ7;cooled;3;er;bz;0,00072482;3,075402299;349,8696333;248,2144259;0,052255804;2,164360909;1,364272195;34,39249;
01/08/2023;17:03:31;3;BQ7;cooled;3;er;bz;0,000743335;3,092904858;349,9262;249,6748187;0,053376616;2,158822555;1,370094999;33,75147667;
01/08/2023;17:04:03;3;BQ7;cooled;3;er;bz;0,000752163;3,123728351;349,8630645;249,6214734;0,053924963;2,159810425;1,372413778;33,91807097;
04/08/2023;12:25:36;3;BQ7;cooled;1;es;c;0,001804631;9,364609798;396,8658065;268,8241786;0,127090346;2,21818577;1,411672643;633,2805806;
04/08/2023;12:27:50;3;BQ7;cooled;1;es;c;0,001480591;9,208113222;397,2155667;243,0930409;0,102180313;2,2432293;1,433393816;265,3298333;
04/08/2023;12:29:53;3;BQ7;cooled;1;es;c;0,001305971;9,010044916;397,9032333;228,571684;0,090304034;2,258006597;1,427374948;234,1521333;
04/08/2023;12:32:02;3;BQ7;cooled;2;et;c;0,000749291;5,513453778;402,1039;221,7366863;0,051407303;2,266212088;1,427923037;264,6253667;
04/08/2023;12:32:46;3;BQ7;cooled;2;et;c;0,000791592;5,69660989;402,4361935;224,9676709;0,054068014;2,266595297;1,434891825;690,0043871;
04/08/2023;12:33:05;3;BQ7;cooled;2;et;c;0,000822585;5,673064669;402,4690667;225,9424574;0,054235285;2,276647179;1,486012426;629,1926;
04/08/2023;12:35:21;3;BQ7;cooled;3;eu;c;0,002401503;11,18105931;396,6169032;285,6087762;0,177952701;2,314627851;1,353233763;1577,525484;
04/08/2023;12:35:52;3;BQ7;cooled;3;eu;c;0,002280803;11,0141285;397,1176129;278,7144647;0,163470174;2,294042957;1,395357254;1474,030323;
04/08/2023;12:36:26;3;BQ7;cooled;3;eu;c;0,002153413;10,84558712;397,5274839;273,9610252;0,153525052;2,309919098;1,399912413;722,9830968;
04/08/2023;14:57:12;3;BQ8;cooled;1;ev;ca;0,00070266;4,514607315;403,0802667;237,2453506;0,046069992;2,40400965;1,491315625;132,2983667;
04/08/2023;14:57:47;3;BQ8;cooled;1;ev;ca;0,000594082;4,208587905;403,9443846;221,6980266;0,038823231;2,401830085;1,494171961;114,9641154;
04/08/2023;14:58:45;3;BQ8;cooled;1;ev;ca;0,000768549;5,064397822;405,8543333;237,1477984;0,050788655;2,406707096;1,480876191;96,46656;
04/08/2023;15:02:16;3;BQ8;cooled;2;ew;ca;0,000900579;5,667415942;405,2754194;243,0933477;0,059358231;2,390713148;1,487106428;138,3017742;
04/08/2023;15:03:12;3;BQ8;cooled;2;ew;ca;0,001043502;6,344917948;405,0323871;248,7649825;0,069225956;2,395502162;1,480134088;147,8625484;
04/08/2023;15:06:28;3;BQ8;cooled;2;ew;ca;0,001136329;7,150094395;406,0040667;244,2522118;0,075290099;2,388667916;1,483895708;124,5755667;
04/08/2023;15:16:51;3;BQ8;cooled;3;ex;ca;0,000516802;4,479369163;412,5594194;191,8857722;0,033794467;2,379573195;1,492020593;91,15132581;
04/08/2023;15:17:44;3;BQ8;cooled;3;ex;ca;0,000501395;4,625903423;411,9774333;178,6611046;0,032912991;2,386089418;1,486030636;74,70070667;
04/08/2023;15:18:27;3;BQ8;cooled;3;ex;ca;0,000479172;4,751720764;412,7913667;162,9544359;0,031474251;2,38543408;1,484722339;63,83915667;
04/08/2023;15:37:15;3;BQ9;cooled;1;ey;cb;0,000318503;2,765826563;412,3305806;185,2378877;0,020223528;2,405366958;1,532183752;446,4591613;
04/08/2023;15:39:08;3;BQ9;cooled;1;ey;cb;0,000339925;2,820902786;412,9522;192,7228487;0,021315646;2,432571252;1,551208068;493,4847;
04/08/2023;15:39:54;3;BQ9;cooled;1;ey;cb;0,000313373;2,737690826;412,6501613;180,9291505;0,019607768;2,449012408;1,553918464;320,2846774;
04/08/2023;15:43:41;3;BQ9;cooled;2;ez;cb;0,000410097;3,509565991;411,8836667;186,207449;0,025859626;2,4422095;1,543994671;270,1335333;
04/08/2023;15:44:45;3;BQ9;cooled;2;ez;cb;0,000441535;3,369575562;410,8692;208,348678;0,027826263;2,455546934;1,545214851;290,9233;
04/08/2023;15:46:51;3;BQ9;cooled;2;ez;cb;0,000443822;3,510570916;410,0796;195,5470368;0,027304836;2,459744754;1,582228933;334,2557;
04/08/2023;15:51:32;3;BQ9;cooled;3;fa;cb;0,000625753;2,957088094;407,855129;251,0115762;0,032438775;2,142001467;1,882938159;117,6210645;
04/08/2023;15:52:29;3;BQ9;cooled;3;fa;cb;0,000459353;2,842263706;408,8987742;204,6088959;0,023453185;2,116986242;1,908819635;116,8596774;
04/08/2023;15:53:22;3;BQ9;cooled;3;fa;cb;0,000425207;2,991577183;407,9080968;176,8956892;0,021656748;2,11458977;1,912937069;116,5181613;
